id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,date,price,mile_dist_center,age_at_sale,renovation_status,yrs_since_renovation,price_per_sqft,location_type,view_cat,condition_cat,grade_cat
9126100850,5,2.0,2280,3600,2.0,no,0.0,3,7,2280,0,1992,,98122,47.6056,-122.305,1740,1800,2014-11-20,534000,1.266847220251177,22,unrenovated,,234.21052631578948,city,No View,Average,Average
7202331220,6,2.5,3880,5700,2.0,no,0.0,3,7,3880,0,2003,,98053,47.6816,-122.038,2620,5070,2014-07-21,635000,14.685880616587538,11,unrenovated,,163.659793814433,countryside,No View,Average,Average
5511600245,2,1.0,1350,3880,1.0,no,0.0,3,6,950,400,1927,,98103,47.6842,-122.344,1670,3920,2015-03-24,350000,5.417285641148349,88,unrenovated,,259.25925925925924,city,No View,Average,Fair
1344300090,3,1.5,1480,2700,1.5,no,0.0,3,7,1480,0,1928,,98112,47.623,-122.304,1970,4200,2015-02-17,856000,1.7521985344141522,87,unrenovated,,578.3783783783783,city,No View,Average,Average
9828702812,4,3.0,1670,1189,3.0,no,0.0,3,8,1427,243,2000,,98122,47.6182,-122.302,1700,1401,2014-09-23,582000,1.6323581746741207,14,unrenovated,,348.50299401197606,city,No View,Average,Good
3825310820,4,2.5,3400,6742,2.0,no,0.0,3,9,3400,0,2004,,98052,47.7067,-122.129,2970,6909,2014-07-29,799000,11.750746182755673,10,unrenovated,,235.0,countryside,No View,Average,Very Good
7852040110,3,2.5,2070,3986,2.0,no,0.0,3,8,2070,0,1999,,98065,47.5348,-121.877,2090,3986,2014-09-08,423700,21.84181356286773,15,unrenovated,,204.68599033816426,countryside,No View,Average,Good
6752500090,4,3.5,4870,39190,2.0,no,0.0,3,12,4870,0,1995,,98006,47.5447,-122.124,5000,33880,2015-01-27,1840000,10.61582170196025,20,unrenovated,,377.82340862422996,countryside,No View,Average,Superior
3222079162,3,2.0,1760,43575,1.0,no,0.0,3,7,1160,600,1988,,98010,47.3565,-121.94,1760,46038,2014-08-13,322000,25.194777689167786,26,unrenovated,,182.95454545454547,countryside,No View,Average,Average
1025069192,4,3.25,4030,57499,2.0,,0.0,3,9,4030,0,2002,,98053,47.6617,-122.026,3470,57499,2014-11-05,929000,14.799303773025798,12,unrenovated,,230.52109181141438,countryside,No View,Average,Very Good
5101404608,2,1.0,1130,5413,1.0,,0.0,3,7,880,250,1939,,98115,47.6971,-122.315,1250,5413,2014-12-01,443000,6.330470161552442,75,unrenovated,,392.0353982300885,city,No View,Average,Average
9477100490,3,1.75,1510,7700,1.0,no,0.0,3,7,1510,0,1968,,98034,47.7283,-122.194,1440,7416,2015-04-24,441500,10.615644618418107,47,unrenovated,,292.3841059602649,countryside,No View,Average,Average
324069015,4,3.5,3110,108464,2.0,no,2.0,4,8,3110,0,1979,,98075,47.592,-122.018,2340,4938,2014-07-08,875000,14.710051648858009,35,unrenovated,,281.3504823151125,countryside,Partial View,Good,Good
4114601570,3,3.25,5020,12431,2.0,yes,4.0,3,10,3420,1600,1941,2002,98144,47.5925,-122.287,3680,12620,2014-11-18,3600000,2.3102101443953185,73,renovated,12,717.1314741035857,city,Excellent View,Average,Excellent
7920100025,2,1.0,740,5100,1.0,no,0.0,4,7,740,0,1947,,98115,47.6787,-122.301,920,5100,2015-04-27,450000,5.214974592645735,68,unrenovated,,608.1081081081081,city,No View,Good,Average
3275730110,3,2.25,1630,10500,1.0,no,0.0,3,7,1100,530,1974,,98034,47.7176,-122.236,1640,9794,2014-09-08,425000,8.907795233103851,40,unrenovated,,260.7361963190184,countryside,No View,Average,Average
7504030090,4,1.75,2780,9900,2.0,,0.0,4,10,2780,0,1978,,98074,47.6348,-122.06,2600,12000,2014-06-01,660000,12.862206881710426,36,unrenovated,,237.41007194244605,countryside,No View,Good,Excellent
8813400405,3,1.75,1990,5560,1.0,no,0.0,4,7,1100,890,1939,,98105,47.664,-122.287,1460,3706,2014-06-16,763101,4.514492641609917,75,unrenovated,,383.4678391959799,city,No View,Good,Average
1313300300,4,2.75,2250,14149,2.0,no,0.0,3,9,2250,0,1992,,98019,47.7353,-121.962,2450,14027,2015-04-07,499000,19.43752897906438,23,unrenovated,,221.77777777777777,countryside,No View,Average,Very Good
8121610110,3,1.75,1720,37363,1.0,no,0.0,4,8,1350,370,1974,,98053,47.6608,-122.035,2740,40635,2015-03-03,521000,14.37746964510197,41,unrenovated,,302.90697674418607,countryside,No View,Good,Good
1820069019,2,1.0,900,423838,1.0,no,2.0,5,6,900,0,1925,,98022,47.228,-122.088,1810,94960,2014-05-29,302000,28.524432012089225,89,unrenovated,,335.55555555555554,countryside,Partial View,Excellent,Fair
9406450090,4,2.25,2360,6260,2.0,no,0.0,3,7,2360,0,1998,,98038,47.3882,-122.053,2144,6773,2015-04-08,293000,19.9390136493494,17,unrenovated,,124.15254237288136,countryside,No View,Average,Average
2619950490,3,2.25,1530,4580,2.0,no,0.0,3,7,1530,0,2011,,98019,47.7342,-121.968,2110,4094,2014-07-12,335000,19.15414393949951,3,unrenovated,,218.95424836601308,countryside,No View,Average,Average
1646500785,2,1.0,1450,3090,2.0,no,0.0,3,7,1450,0,1919,1987,98103,47.6853,-122.356,1450,4635,2014-12-15,499000,5.5774689449727015,95,renovated,27,344.13793103448273,city,No View,Average,Average
1868901690,3,1.75,2040,5000,1.5,no,0.0,3,7,1780,260,1924,,98115,47.6756,-122.299,1690,5000,2015-05-05,600000,5.0375034513424515,91,unrenovated,,294.11764705882354,city,No View,Average,Average
9542400025,4,1.75,2620,11041,1.5,no,0.0,4,9,2620,0,1962,,98005,47.5975,-122.174,2230,11041,2014-09-16,720000,7.411743454521238,52,unrenovated,,274.80916030534354,countryside,No View,Good,Very Good
2781270090,2,2.0,1180,2553,2.0,no,0.0,3,6,1180,0,2005,,98038,47.3501,-122.02,1310,2687,2015-02-25,195000,22.94973466215345,10,unrenovated,,165.25423728813558,countryside,No View,Average,Fair
1665400165,3,1.0,1110,8423,1.0,no,0.0,3,7,1110,0,1952,,98166,47.4718,-122.342,1140,9083,2014-05-07,249000,9.296552340093685,62,unrenovated,,224.32432432432432,countryside,No View,Average,Average
1326069191,3,2.25,1840,9781,2.0,no,0.0,3,7,1840,0,1989,,98019,47.7347,-121.976,1490,10101,2015-02-02,334000,18.8399657017229,26,unrenovated,,181.52173913043478,countryside,No View,Average,Average
381000110,4,1.75,2720,7810,1.0,no,0.0,3,8,1510,1210,1952,,98115,47.6788,-122.283,2120,7315,2014-11-07,599950,5.514719028378294,62,unrenovated,,220.56985294117646,city,No View,Average,Good
3530530110,2,1.75,1090,1950,1.0,no,0.0,4,8,1090,0,1982,,98198,47.3782,-122.319,1360,3426,2015-02-17,149900,15.763163699563338,33,unrenovated,,137.52293577981652,countryside,No View,Good,Good
5210200107,4,1.75,1730,6500,1.0,no,0.0,3,7,1250,480,1945,,98115,47.6982,-122.282,1910,8100,2014-11-25,700000,6.772553475717686,69,unrenovated,,404.6242774566474,city,No View,Average,Average
1574100025,4,1.5,1170,6240,1.0,no,0.0,4,6,1170,0,1960,,98040,47.5495,-122.232,2380,8846,2014-08-07,525000,6.102506687546411,54,unrenovated,,448.71794871794873,countryside,No View,Good,Fair
2523069192,4,3.75,4740,126759,2.0,no,0.0,4,10,4740,0,1991,,98027,47.4449,-121.979,3060,118047,2014-07-08,1050000,19.92929867168,23,unrenovated,,221.51898734177215,countryside,No View,Good,Excellent
6706600090,3,2.5,1960,8000,1.0,no,0.0,4,7,1290,670,1977,,98034,47.7249,-122.178,1960,8000,2014-05-08,402000,10.90730931832149,37,unrenovated,,205.10204081632654,countryside,No View,Good,Average
1994200031,3,2.0,1430,3480,1.0,no,0.0,3,7,980,450,1947,,98103,47.6874,-122.336,1450,4650,2014-06-20,450000,5.612752726726984,67,unrenovated,,314.68531468531467,city,No View,Average,Average
2523069156,3,2.25,2510,43995,2.0,no,0.0,3,8,2510,0,1981,,98027,47.4545,-121.988,2470,48351,2014-12-03,520000,19.210659467333155,33,unrenovated,,207.17131474103584,countryside,No View,Average,Good
5029450850,3,1.75,1420,6980,1.0,no,0.0,5,7,820,600,1980,,98023,47.2873,-122.367,1470,7319,2014-12-04,205000,22.0914404738408,34,unrenovated,,144.3661971830986,countryside,No View,Excellent,Average
2723069147,3,2.25,2680,175982,1.0,,0.0,3,9,2680,0,2004,,98038,47.4487,-122.033,3170,215186,2014-09-02,635000,17.727520559255243,10,unrenovated,,236.9402985074627,countryside,No View,Average,Very Good
3750605349,3,1.0,1220,9600,1.0,no,0.0,5,7,1220,0,1958,,98001,47.2622,-122.282,1310,9600,2015-03-04,210500,23.8805165801754,57,unrenovated,,172.54098360655738,countryside,No View,Excellent,Average
9285800735,2,1.0,1070,6100,1.0,no,0.0,3,6,1070,0,1940,,98126,47.5698,-122.377,1770,5695,2014-08-12,406650,3.2753067302223484,74,unrenovated,,380.04672897196264,city,No View,Average,Fair
7574000100,3,1.75,1580,19998,1.0,no,0.0,4,7,1580,0,1968,,98010,47.3299,-122.046,1860,19998,2015-04-08,350000,23.323115574254338,47,unrenovated,,221.51898734177215,countryside,No View,Good,Average
9212900100,4,1.75,1820,6000,1.0,no,0.0,3,7,930,890,1942,,98115,47.6872,-122.296,1590,6000,2015-04-23,425000,5.8442647124070435,73,unrenovated,,233.5164835164835,city,No View,Average,Average
8651611130,3,3.5,3590,6402,2.0,,0.0,3,10,3590,0,1999,,98074,47.6336,-122.063,3230,7305,2014-06-05,798000,12.711293423810343,15,unrenovated,,222.2841225626741,countryside,No View,Average,Excellent
423059184,3,1.0,1960,9583,2.0,no,0.0,2,5,1960,0,1908,,98056,47.505,-122.171,1850,8324,2014-12-01,180000,10.278280647912016,106,unrenovated,,91.83673469387755,countryside,No View,Fair,Below Average
5451200600,5,3.25,3160,13238,2.0,no,0.0,5,8,3160,0,1972,,98040,47.5373,-122.224,2360,12042,2014-06-02,1250000,6.942601656922505,42,unrenovated,,395.56962025316454,countryside,No View,Excellent,Good
6300000378,4,2.0,2030,4033,2.0,no,0.0,4,7,1630,400,1925,,98133,47.7056,-122.342,1350,1340,2015-03-03,435000,6.882708957528224,90,unrenovated,,214.28571428571428,city,No View,Good,Average
2570300090,3,1.5,1240,15867,1.0,,0.0,3,7,1240,0,1962,,98034,47.7167,-122.202,1570,9600,2014-11-26,355000,9.754437028350727,52,unrenovated,,286.2903225806452,countryside,No View,Average,Average
9808100100,5,3.25,5370,14091,2.0,no,0.0,3,10,3850,1520,1918,2008,98004,47.6499,-122.216,2410,12047,2015-02-02,3000000,6.205993165081715,97,renovated,7,558.659217877095,countryside,No View,Average,Excellent
4019300906,5,2.5,2670,14455,2.0,no,0.0,5,9,2670,0,1958,,98155,47.7565,-122.284,1810,14455,2014-07-24,685000,10.623443703662405,56,unrenovated,,256.5543071161049,countryside,No View,Excellent,Very Good
1023059223,3,1.0,1640,12060,1.0,no,0.0,4,7,1640,0,1960,,98059,47.4941,-122.151,1680,9147,2014-07-25,311000,11.477066401296819,54,unrenovated,,189.6341463414634,countryside,No View,Good,Average
9320700090,4,2.25,2130,9600,1.0,no,0.0,4,7,2130,0,1966,,98031,47.4119,-122.211,1710,9600,2014-09-11,305000,14.57092233798029,48,unrenovated,,143.19248826291079,countryside,No View,Good,Average
5700002460,3,2.5,2550,4954,1.5,no,0.0,4,7,1850,700,1924,,98144,47.5758,-122.287,1700,4954,2014-07-25,675000,2.975485095481373,90,unrenovated,,264.70588235294116,city,No View,Good,Average
7598100735,4,2.75,3630,15405,1.0,no,2.0,4,8,1850,1780,1968,,98040,47.566,-122.225,3380,11184,2014-08-29,769000,5.724623198183736,46,unrenovated,,211.8457300275482,countryside,Partial View,Good,Good
2202500110,3,1.5,1690,9708,1.5,no,0.0,5,7,1690,0,1954,,98006,47.5732,-122.136,1570,9858,2014-08-05,430000,9.4443288564029,60,unrenovated,,254.4378698224852,countryside,No View,Excellent,Average
726059395,6,2.0,2390,8660,1.5,no,0.0,4,7,2390,0,1925,,98011,47.7589,-122.216,2250,12942,2014-09-23,516250,11.858793605550973,89,unrenovated,,216.0041841004184,countryside,No View,Good,Average
1455600015,3,3.5,2350,10739,1.0,,2.0,5,7,1340,1010,1940,,98125,47.7288,-122.284,2580,11026,2014-12-12,760000,8.762391304514713,74,unrenovated,,323.40425531914894,city,Partial View,Excellent,Average
9528101224,3,3.5,1420,1217,2.0,no,0.0,3,8,1180,240,2003,,98115,47.6827,-122.324,1494,1264,2014-10-07,579950,5.2986040781242005,11,unrenovated,,408.4154929577465,city,No View,Average,Good
6713100031,3,2.25,1570,7187,1.0,no,0.0,4,8,1170,400,1980,,98133,47.7604,-122.356,1660,8775,2015-02-11,476000,10.711350860404895,35,unrenovated,,303.18471337579615,city,No View,Good,Good
8677900123,3,1.75,1600,19200,1.0,no,0.0,4,7,1600,0,1967,,98034,47.7202,-122.249,2010,14850,2014-06-12,510000,8.778990525031496,47,unrenovated,,318.75,countryside,No View,Good,Average
4302201130,2,1.0,720,5040,1.0,no,0.0,3,6,720,0,1955,,98106,47.5267,-122.36,1357,5120,2014-05-08,205000,5.645075005357978,59,unrenovated,,284.72222222222223,city,No View,Average,Fair
1310800090,3,1.0,1470,7350,1.0,no,0.0,3,7,1470,0,1969,,98032,47.3616,-122.286,1720,8050,2014-10-07,240000,17.0353513074282,45,unrenovated,,163.26530612244898,countryside,No View,Average,Average
6117502727,5,3.5,2790,16952,2.0,no,2.0,3,10,1970,820,1991,,98166,47.4384,-122.347,2980,17281,2014-09-02,738000,11.613360982683107,23,unrenovated,,264.51612903225805,countryside,Partial View,Average,Excellent
9324800110,3,1.75,1720,8102,1.0,,0.0,5,6,860,860,1940,,98125,47.7336,-122.29,1440,8106,2014-07-28,420000,9.018209179945181,74,unrenovated,,244.1860465116279,city,No View,Excellent,Fair
8965000110,3,1.75,1300,9600,1.0,no,0.0,4,7,1300,0,1969,,98052,47.6388,-122.103,2070,9775,2014-11-14,455000,10.935087208150263,45,unrenovated,,350.0,countryside,No View,Good,Average
5700001055,4,1.0,2520,5500,1.5,no,0.0,5,8,1820,700,1912,,98144,47.5785,-122.292,2350,5000,2014-09-15,765000,2.6784614109785467,102,unrenovated,,303.57142857142856,city,No View,Excellent,Good
49500090,4,1.5,1780,7914,1.5,no,0.0,4,7,1780,0,1962,,98059,47.5142,-122.163,1350,8069,2014-12-05,372000,10.14526724821842,52,unrenovated,,208.98876404494382,countryside,No View,Good,Average
3812400657,3,1.0,1200,8360,1.0,no,0.0,2,6,1200,0,1948,,98118,47.5414,-122.281,1570,6823,2014-12-04,160000,5.074270225047916,66,unrenovated,,133.33333333333334,city,No View,Fair,Fair
2725069162,4,2.5,2990,9643,2.0,no,0.0,3,9,2990,0,2003,,98074,47.6292,-122.024,2990,8666,2014-08-15,772000,14.479283281191531,11,unrenovated,,258.19397993311037,countryside,No View,Average,Very Good
4232400110,5,1.75,1910,5640,2.0,no,0.0,4,9,1910,0,1906,,98112,47.6249,-122.311,2050,5400,2014-11-11,1130000,1.6249718336085257,108,unrenovated,,591.6230366492147,city,No View,Good,Very Good
9521100586,3,1.0,1370,3000,1.5,no,0.0,3,7,1370,0,1924,,98103,47.6619,-122.351,1510,2151,2014-05-24,479000,3.948005884688049,90,unrenovated,,349.6350364963504,city,No View,Average,Average
7215721570,3,2.5,1910,4941,2.0,no,0.0,3,8,1910,0,1999,,98075,47.5989,-122.016,1910,4941,2015-05-05,570000,14.778396116899803,16,unrenovated,,298.42931937172773,countryside,No View,Average,Good
3834000805,4,1.0,1170,8147,1.5,no,0.0,3,6,1170,0,1959,,98125,47.7281,-122.289,1260,8147,2014-07-10,350000,8.658497008750624,55,unrenovated,,299.14529914529913,city,No View,Average,Fair
2274000026,3,2.5,1250,864,3.0,no,0.0,3,8,1250,,2004,,98115,47.6978,-122.318,1330,2298,2014-11-01,353000,6.362438430813255,10,unrenovated,,282.4,city,No View,Average,Good
5103300090,5,2.5,3340,24755,2.0,no,0.0,3,10,3340,0,2002,,98038,47.4565,-122.066,3420,23274,2014-08-01,699000,16.185452545034448,12,unrenovated,,209.2814371257485,countryside,No View,Average,Excellent
9558200025,3,2.0,1380,8536,2.0,no,0.0,4,7,1380,0,1955,,98148,47.4374,-122.335,1260,8750,2014-07-30,265000,11.6622834334003,59,unrenovated,,192.02898550724638,countryside,No View,Good,Average
8649401270,1,1.0,780,10235,1.5,no,0.0,3,6,780,0,1989,,98014,47.713,-121.315,930,10165,2015-04-30,167000,48.04199720474758,26,unrenovated,,214.10256410256412,countryside,No View,Average,Fair
686200740,4,2.25,2080,8000,1.0,no,0.0,3,8,1390,690,1964,,98008,47.6264,-122.113,1800,7700,2014-10-20,500000,10.329482890872704,50,unrenovated,,240.3846153846154,countryside,No View,Average,Good
7658600025,3,1.0,1410,7200,2.0,no,0.0,4,6,1410,0,1901,,98144,47.5924,-122.302,1640,7200,2014-07-09,700000,1.6991799507636773,113,unrenovated,,496.45390070921985,city,No View,Good,Fair
3702900165,1,1.0,520,5600,1.0,,0.0,3,6,520,0,1918,,98116,47.5579,-122.395,1030,5265,2014-11-04,295000,4.44734922823477,96,unrenovated,,567.3076923076923,city,No View,Average,Fair
7977201240,4,3.5,3500,4080,2.0,no,2.0,3,9,2590,910,2004,,98115,47.6834,-122.292,2430,5100,2015-03-11,1010000,5.652496547782528,11,unrenovated,,288.57142857142856,city,Partial View,Average,Very Good
8651410090,2,1.0,840,5265,1.0,,0.0,5,6,840,0,1969,,98042,47.3644,-122.082,920,5100,2015-05-08,209000,20.401304059553105,46,unrenovated,,248.8095238095238,countryside,No View,Excellent,Fair
3750603732,3,1.75,2240,9200,1.0,no,0.0,4,7,1440,800,1968,,98001,47.2635,-122.284,1740,9600,2015-01-28,276000,23.78207396969242,47,unrenovated,,123.21428571428571,countryside,No View,Good,Average
1023059429,4,2.5,2100,5857,2.0,no,0.0,3,8,2100,0,2002,,98059,47.4956,-122.163,2090,7779,2015-01-22,380000,10.996991791964192,13,unrenovated,,180.95238095238096,countryside,No View,Average,Good
2412100025,3,1.5,1750,12500,1.0,,0.0,3,7,1150,600,1954,,98024,47.5666,-121.902,1680,13000,2014-06-06,315000,20.287918487905394,60,unrenovated,,180.0,countryside,No View,Average,Average
203600600,4,2.5,3130,60467,2.0,no,0.0,3,9,3130,0,1996,,98014,47.6618,-121.962,2780,44224,2015-03-10,685530,17.70428746881687,19,unrenovated,,219.0191693290735,countryside,No View,Average,Very Good
2021069059,3,2.0,1470,20000,1.0,no,0.0,4,7,1470,0,1968,,98002,47.2973,-122.08,1390,30056,2014-06-26,254600,24.391505090403186,46,unrenovated,,173.19727891156464,countryside,No View,Good,Average
7227501645,3,2.0,1440,5600,1.0,no,0.0,4,6,720,720,1942,,98056,47.4947,-122.185,1120,5700,2014-06-03,230000,10.328181799629496,72,unrenovated,,159.72222222222223,countryside,No View,Good,Fair
4310702787,3,3.0,1430,1249,3.0,,0.0,3,8,1430,0,2003,,98103,47.6971,-122.34,1020,1112,2014-07-17,335000,6.290759010865634,11,unrenovated,,234.26573426573427,city,No View,Average,Good
1494300110,4,2.5,2170,9600,1.0,no,0.0,3,7,1460,710,1980,,98052,47.6789,-122.116,1940,8400,2014-06-03,550000,11.27057442459351,34,unrenovated,,253.45622119815667,countryside,No View,Average,Average
1950900245,3,1.0,1150,8050,1.5,no,0.0,4,7,1150,0,1956,,98032,47.374,-122.296,1360,8050,2014-12-26,123300,16.13019057187957,58,unrenovated,,107.21739130434783,countryside,No View,Good,Average
3512100110,4,2.75,2170,9658,1.5,no,0.0,3,7,2170,0,1966,,98030,47.3741,-122.189,1490,9731,2014-09-02,275436,17.378225897945924,48,unrenovated,,126.92903225806451,countryside,No View,Average,Average
8732750100,4,3.5,2630,3435,1.5,no,3.0,3,7,1640,990,1984,,98188,47.4355,-122.272,1920,2435,2014-05-25,325000,12.123506466862436,30,unrenovated,,123.57414448669202,countryside,Good View,Average,Average
1332000110,4,2.5,2490,40608,2.0,no,0.0,3,9,2490,0,1997,,98053,47.6507,-122.004,3170,45441,2014-07-25,635000,15.628285071360846,17,unrenovated,,255.02008032128515,countryside,No View,Average,Very Good
2768100690,3,1.75,1710,5000,1.0,no,0.0,4,7,1110,600,1944,,98107,47.6689,-122.37,920,5000,2015-04-23,513000,4.67925572491033,71,unrenovated,,300.0,city,No View,Good,Average
7525410090,4,2.5,2130,35752,1.0,no,0.0,3,8,1490,640,1980,,98075,47.5748,-122.031,3030,34000,2014-07-08,580000,14.238364062079814,34,unrenovated,,272.30046948356807,countryside,No View,Average,Good
9558800025,3,1.0,940,9272,1.0,,0.0,3,7,940,0,1954,,98148,47.4353,-122.335,1270,9375,2015-04-29,225000,11.807349415474372,61,unrenovated,,239.36170212765958,countryside,No View,Average,Average
2788400315,3,1.0,1400,9460,1.0,no,0.0,3,7,1060,340,1961,,98168,47.5119,-122.321,1570,7700,2014-09-22,265000,6.535374465328828,53,unrenovated,,189.28571428571428,countryside,No View,Average,Average
7128300855,4,1.75,1630,3000,1.0,no,0.0,3,7,930,700,1978,,98144,47.5961,-122.305,1630,3000,2014-10-14,313000,1.4458042247449236,36,unrenovated,,192.0245398773006,city,No View,Average,Average
7655900038,2,1.0,1370,8400,1.0,no,0.0,3,7,1370,0,1948,,98133,47.7344,-122.336,1330,8396,2015-04-14,296000,8.858755832087267,67,unrenovated,,216.05839416058393,city,No View,Average,Average
7923500090,4,2.75,2380,15800,1.0,,0.0,3,8,1680,700,1957,,98007,47.5929,-122.133,1950,11751,2014-10-20,655500,9.348756566833124,57,unrenovated,,275.4201680672269,countryside,No View,Average,Good
3339900096,5,1.75,2140,12058,1.0,no,0.0,4,8,2140,0,1951,,98002,47.3167,-122.214,1640,10125,2014-12-10,250750,20.751060199423527,63,unrenovated,,117.17289719626169,countryside,No View,Good,Good
5214500690,4,2.5,1970,8545,2.0,no,0.0,3,8,1970,0,2004,,98059,47.4893,-122.138,2590,7200,2014-09-04,438000,12.151003724871217,10,unrenovated,,222.33502538071065,countryside,No View,Average,Good
4045900147,3,2.75,2550,54014,2.0,,0.0,4,8,1980,570,1967,,98072,47.7596,-122.117,2180,21600,2014-08-01,590000,14.595185876564898,47,unrenovated,,231.37254901960785,countryside,No View,Good,Good
6450302900,3,1.0,1080,5250,1.0,no,0.0,4,7,1080,0,1947,,98133,47.7309,-122.336,1100,5250,2014-10-06,329500,8.617003118059506,67,unrenovated,,305.0925925925926,city,No View,Good,Average
2597460090,3,2.25,3070,9645,2.0,no,0.0,3,10,2110,960,1987,,98006,47.5522,-122.144,3130,9450,2015-03-16,1200000,9.551567821305438,28,unrenovated,,390.87947882736154,countryside,No View,Average,Excellent
2770601595,2,1.0,1470,6000,1.0,,0.0,3,6,900,570,1944,,98199,47.6527,-122.386,1670,6000,2015-03-20,415000,4.081224212652761,71,unrenovated,,282.312925170068,city,No View,Average,Fair
4188000490,4,2.5,3620,42580,2.0,no,0.0,3,10,3620,0,1984,,98052,47.7204,-122.115,2950,33167,2014-09-22,900000,12.84170600764831,30,unrenovated,,248.61878453038673,countryside,No View,Average,Excellent
1324079085,3,1.5,1050,57499,1.0,no,0.0,3,7,1050,0,1975,,98024,47.5602,-121.86,1460,42688,2015-05-04,378000,22.294664586793356,40,unrenovated,,360.0,countryside,No View,Average,Average
1720069006,2,1.0,1050,403365,1.0,no,3.0,5,6,1050,0,1905,,98022,47.2221,-122.059,1760,108900,2014-08-12,474000,29.463574984375168,109,unrenovated,,451.42857142857144,countryside,Good View,Excellent,Fair
1947300115,3,1.0,1320,3625,2.0,no,0.0,3,7,1320,0,1900,,98122,47.6049,-122.288,1660,5438,2014-06-19,464000,2.062414729617469,114,unrenovated,,351.5151515151515,city,No View,Average,Average
5490700100,3,1.0,1210,7649,1.0,no,0.0,4,7,1210,0,1956,,98155,47.7693,-122.32,1210,6760,2014-12-08,310000,11.282167522822988,58,unrenovated,,256.198347107438,countryside,No View,Good,Average
7278100690,3,1.5,1860,7190,2.0,no,1.0,5,7,1860,0,1952,,98177,47.7716,-122.392,1670,5525,2014-09-18,580000,11.76361448355279,62,unrenovated,,311.8279569892473,city,Limited View,Excellent,Average
2322029048,3,2.75,2830,505166,1.0,yes,3.0,4,8,1830,1000,1962,,98070,47.3782,-122.514,2120,21988,2014-11-19,999000,17.906492341984823,52,unrenovated,,353.0035335689046,countryside,Good View,Good,Good
6821102100,2,1.0,810,6480,1.0,no,0.0,5,6,810,0,1942,,98199,47.6493,-122.398,1920,6000,2015-03-17,510000,4.2823346161031495,73,unrenovated,,629.6296296296297,city,No View,Excellent,Fair
3176100110,3,1.5,1630,7475,1.0,no,1.0,3,7,1160,470,1940,,98115,47.6725,-122.272,2320,7475,2014-05-06,650000,5.371679293396536,74,unrenovated,,398.7730061349693,city,Limited View,Average,Average
2188200785,3,1.0,880,19600,1.0,no,0.0,4,7,880,0,1978,,98023,47.2707,-122.34,880,10500,2014-09-12,196000,23.180528725834606,36,unrenovated,,222.72727272727272,countryside,No View,Good,Average
1446801030,4,1.75,1660,11664,1.0,no,0.0,3,6,1010,650,1952,,98168,47.4943,-122.331,1670,9975,2014-08-22,220000,7.730785300327166,62,unrenovated,,132.53012048192772,countryside,No View,Average,Fair
8965520100,3,2.25,3440,10628,2.0,no,2.0,3,10,3440,0,1985,,98006,47.5647,-122.108,3170,11434,2014-10-08,855000,10.85979118885994,29,unrenovated,,248.54651162790697,countryside,Partial View,Average,Excellent
3649100586,3,1.75,2110,10454,1.0,no,0.0,4,8,1440,670,1978,,98028,47.7344,-122.246,1990,10890,2014-08-29,483000,9.725604323116244,36,unrenovated,,228.90995260663507,countryside,No View,Good,Good
7283900153,3,1.0,1060,12000,1.0,,0.0,3,7,1060,0,1952,,98133,47.7703,-122.35,1550,10500,2015-04-07,400000,11.367835195455726,63,unrenovated,,377.35849056603774,city,No View,Average,Average
1036100100,3,2.5,1900,7984,2.0,no,0.0,3,8,1900,0,1993,,98011,47.7433,-122.194,2650,9352,2014-07-02,435000,11.45588943888889,21,unrenovated,,228.94736842105263,countryside,No View,Average,Good
3278602670,1,1.0,820,1060,1.0,no,0.0,3,8,760,60,2007,,98126,47.5473,-122.371,1770,1924,2014-09-30,219500,4.456986708346957,7,unrenovated,,267.6829268292683,city,No View,Average,Good
3625049014,4,3.5,4860,23885,2.0,no,0.0,3,12,4860,0,1996,,98039,47.6172,-122.23,3580,16054,2014-08-29,2950000,4.829957863326557,18,unrenovated,,606.9958847736625,countryside,No View,Average,Superior
7276100165,3,2.5,2050,3218,3.0,no,0.0,3,7,2050,0,2008,,98133,47.7612,-122.344,2050,7200,2014-09-16,427000,10.722810293067443,6,unrenovated,,208.29268292682926,city,No View,Average,Average
9136103130,2,1.5,1090,4013,1.5,no,0.0,3,7,1090,0,1900,,98103,47.6652,-122.338,1390,4013,2015-05-12,685000,4.085377482103401,115,unrenovated,,628.440366972477,city,No View,Average,Average
1193000025,2,1.5,1920,6250,1.0,no,0.0,3,7,1060,860,1937,,98199,47.6497,-122.393,2070,6250,2014-09-03,495000,4.137731358421619,77,unrenovated,,257.8125,city,No View,Average,Average
2744000100,3,2.5,1870,7942,2.0,no,0.0,3,7,1870,0,1990,,98001,47.342,-122.279,1870,7392,2014-06-25,299950,18.42069972124888,24,unrenovated,,160.40106951871658,countryside,No View,Average,Average
3744600028,4,1.75,2690,46609,1.5,no,0.0,3,7,2690,0,1940,,98146,47.4951,-122.352,1920,7302,2014-11-21,390000,7.7315740388009315,74,unrenovated,,144.9814126394052,city,No View,Average,Average
